SAMEA4397426	Illumina	HiSeq	2500	ERR6090708	603202	302807404	TARA_B110000208	408172	TARA_178	TARA_178_SRF_0.22-3	2013-07-15T06:04:00	77.3025	73.2438	5	1.243225	34.056675	99999	348.536	0.22
SAMEA4397472	Illumina	HiSeq	2000	ERR3589568	152128336	30447862235	TARA_B110000503	408172	TARA_180	TARA_180_SRF_0.22-3	2013-07-18T05:50:00	74.7997	76.0879	5	3.480781	22.047506	99999	350.63975	0.22
SAMEA4397472	Illumina	HiSeq	2500	ERR6090709	652949	327780398	TARA_B110000503	408172	TARA_180	TARA_180_SRF_0.22-3	2013-07-18T05:50:00	74.7997	76.0879	5	3.480781	22.047506	99999	350.63975	0.22
SAMEA4397569	Illumina	HiSeq	2000	ERR3589554	202195861	40484152895	TARA_B110000238	408172	TARA_188	TARA_188_SRF_0.22-3	2013-08-15T03:39:00	78.3192	91.7203	5	-1.645825	32.9488	99999	388.2395	0.22
SAMEA4397569	Illumina	HiSeq	2500	ERR6090710	592852	297611704	TARA_B110000238	408172	TARA_188	TARA_188_SRF_0.22-3	2013-08-15T03:39:00	78.3192	91.7203	5	-1.645825	32.9488	99999	388.2395	0.22
SAMEA4397649	Illumina	HiSeq	2000	ERR3589555	162173258	32519748426	TARA_B110000259	408172	TARA_189	TARA_189_SRF_0.22-3	2013-08-27T03:48:00	77.9295	116.9938	5	0.030106	28.576956	99999	364.342188	0.22
SAMEA4397649	Illumina	HiSeq	2500	ERR6090711	640703	321632906	TARA_B110000259	408172	TARA_189	TARA_189_SRF_0.22-3	2013-08-27T03:48:00	77.9295	116.9938	5	0.030106	28.576956	99999	364.342188	0.22
SAMEA4397756	Illumina	HiSeq	2000	ERR3589580	171007248	34204886396	TARA_B110000285	408172	TARA_191	TARA_191_SRF_0.22-3	2013-09-03T00:27:00	71.5439	160.9423	5	1.4886	28.4169	99999	340.518	0.22
SAMEA4397756	Illumina	HiSeq	2500	ERR6090712	649149	325872798	TARA_B110000285	408172	TARA_191	TARA_191_SRF_0.22-3	2013-09-03T00:27:00	71.5439	160.9423	5	1.4886	28.4169	99999	340.518	0.22
SAMEA4397798	Illumina	HiSeq	2000	ERR3589581	162365415	32458877761	TARA_B110000977	408172	TARA_193	TARA_193_SRF_0.22-3	2013-09-08T04:45:00	99999	99999	5	99999	99999	99999	99999	0.22
SAMEA4397798	Illumina	HiSeq	2500	ERR6090713	618543	310508586	TARA_B110000977	408172	TARA_193	TARA_193_SRF_0.22-3	2013-09-08T04:45:00	99999	99999	5	99999	99999	99999	99999	0.22
SAMEA4397798	Illumina	HiSeq	2500	ERR6090714	480190	241055380	TARA_B110000977	408172	TARA_193	TARA_193_SRF_0.22-3	2013-09-08T04:45:00	99999	99999	5	99999	99999	99999	99999	0.22
SAMEA4397842	Illumina	HiSeq	2000	ERR3589556	209509694	41882387792	TARA_B110000971	408172	TARA_194	TARA_194_SRF_0.22-3	2013-09-11T23:00:00	73.3833	-168.3333	5	-0.618833	27.38155	-3.147755	369.339	0.22
SAMEA4397842	Illumina	HiSeq	2500	ERR6090715	668740	335707480	TARA_B110000971	408172	TARA_194	TARA_194_SRF_0.22-3	2013-09-11T23:00:00	73.3833	-168.3333	5	-0.618833	27.38155	-3.147755	369.339	0.22
SAMEA4397842	Illumina	HiSeq	2500	ERR6090716	518623	260348746	TARA_B110000971	408172	TARA_194	TARA_194_SRF_0.22-3	2013-09-11T23:00:00	73.3833	-168.3333	5	-0.618833	27.38155	-3.147755	369.339	0.22
SAMEA4397930	Illumina	HiSeq	2000	ERR3589557	179990981	36072745749	TARA_B110000305	408172	TARA_196	TARA_196_SRF_0.22-3	2013-09-14T20:06:00	71.9208	-154.9367	5	2.570037	28.604712	1.632991	335.965875	0.22
SAMEA4397930	Illumina	HiSeq	2500	ERR6090717	631996	317261992	TARA_B110000305	408172	TARA_196	TARA_196_SRF_0.22-3	2013-09-14T20:06:00	71.9208	-154.9367	5	2.570037	28.604712	1.632991	335.965875	0.22
SAMEA4397930	Illumina	HiSeq	2500	ERR6090718	488320	245136640	TARA_B110000305	408172	TARA_196	TARA_196_SRF_0.22-3	2013-09-14T20:06:00	71.9208	-154.9367	5	2.570037	28.604712	1.632991	335.965875	0.22
SAMEA4398009	Illumina	HiSeq	2000	ERR3589558	241042347	48142039181	TARA_B110000902	408172	TARA_201	TARA_201_SRF_0.22-3	2013-09-30T17:33:00	74.3218	-85.9117	5	-1.332965	30.636767	3.715845	369.1045	0.22
SAMEA4398009	Illumina	HiSeq	2500	ERR6090719	713600	358227200	TARA_B110000902	408172	TARA_201	TARA_201_SRF_0.22-3	2013-09-30T17:33:00	74.3218	-85.9117	5	-1.332965	30.636767	3.715845	369.1045	0.22
SAMEA4398009	Illumina	HiSeq	2500	ERR6090720	553102	277657204	TARA_B110000902	408172	TARA_201	TARA_201_SRF_0.22-3	2013-09-30T17:33:00	74.3218	-85.9117	5	-1.332965	30.636767	3.715845	369.1045	0.22
SAMEA4398094	Illumina	HiSeq	2000	ERR3589559	194170500	38926837618	TARA_B110000879	408172	TARA_205	TARA_205_SRF_0.22-3	2013-10-08T15:19:00	72.4769	-71.9329	5	-0.48046	31.995275	3.891253	353.31105	0.22
SAMEA4398094	Illumina	HiSeq	2500	ERR6090721	712660	357755320	TARA_B110000879	408172	TARA_205	TARA_205_SRF_0.22-3	2013-10-08T15:19:00	72.4769	-71.9329	5	-0.48046	31.995275	3.891253	353.31105	0.22
SAMEA4398094	Illumina	HiSeq	2500	ERR6090722	552707	277458914	TARA_B110000879	408172	TARA_205	TARA_205_SRF_0.22-3	2013-10-08T15:19:00	72.4769	-71.9329	5	-0.48046	31.995275	3.891253	353.31105	0.22
SAMEA4398176	Illumina	HiSeq	2000	ERR3589561	175961866	35262866274	TARA_B110000483	408172	TARA_206	TARA_206_SRF_0.22-3	2013-10-12T13:33:00	70.9706	-53.5968	5	1.43901	32.08274	3.502622	328.5869	0.22
SAMEA4398176	Illumina	HiSeq	2500	ERR6090723	654112	328364224	TARA_B110000483	408172	TARA_206	TARA_206_SRF_0.22-3	2013-10-12T13:33:00	70.9706	-53.5968	5	1.43901	32.08274	3.502622	328.5869	0.22
SAMEA4398176	Illumina	HiSeq	2500	ERR6090724	505865	253944230	TARA_B110000483	408172	TARA_206	TARA_206_SRF_0.22-3	2013-10-12T13:33:00	70.9706	-53.5968	5	1.43901	32.08274	3.502622	328.5869	0.22
SAMEA4398247	Illumina	HiSeq	2000	ERR3589575	173849906	34815862577	TARA_B110000858	408172	TARA_208	TARA_208_SRF_0.22-3	2013-10-20T15:00:00	69.1094	-51.6368	5	3.1961	32.991725	1.699631	303.353	0.22
SAMEA4398247	Illumina	HiSeq	2500	ERR6090725	692182	347475364	TARA_B110000858	408172	TARA_208	TARA_208_SRF_0.22-3	2013-10-20T15:00:00	69.1094	-51.6368	5	3.1961	32.991725	1.699631	303.353	0.22
SAMEA4398247	Illumina	HiSeq	2500	ERR6090726	534296	268216592	TARA_B110000858	408172	TARA_208	TARA_208_SRF_0.22-3	2013-10-20T15:00:00	69.1094	-51.6368	5	3.1961	32.991725	1.699631	303.353	0.22
SAMEA4398296	Illumina	HiSeq	2000	ERR3589576	147769520	29644408725	TARA_B110000459	408172	TARA_209	TARA_209_SRF_0.22-3	2013-10-23T13:17:00	64.7609	-53.1069	5	2.49543	32.602725	6.121815	323.835062	0.22
SAMEA4398296	Illumina	HiSeq	2500	ERR6090727	678150	340431300	TARA_B110000459	408172	TARA_209	TARA_209_SRF_0.22-3	2013-10-23T13:17:00	64.7609	-53.1069	5	2.49543	32.602725	6.121815	323.835062	0.22
SAMEA4398296	Illumina	HiSeq	2500	ERR6090728	517737	259903974	TARA_B110000459	408172	TARA_209	TARA_209_SRF_0.22-3	2013-10-23T13:17:00	64.7609	-53.1069	5	2.49543	32.602725	6.121815	323.835062	0.22
SAMEA4398370	Illumina	HiSeq	2000	ERR3589582	160480056	32124880638	TARA_B110000444	408172	TARA_210	TARA_210_SRF_0.22-3	2013-10-27T13:26:00	61.5214	-55.9973	5	5.2939	34.212612	8.291587	293.88825	0.22
SAMEA4398370	Illumina	HiSeq	2500	ERR6090729	613718	308086436	TARA_B110000444	408172	TARA_210	TARA_210_SRF_0.22-3	2013-10-27T13:26:00	61.5214	-55.9973	5	5.2939	34.212612	8.291587	293.88825	0.22
SAMEA4398370	Illumina	HiSeq	2500	ERR6090730	468019	234945538	TARA_B110000444	408172	TARA_210	TARA_210_SRF_0.22-3	2013-10-27T13:26:00	61.5214	-55.9973	5	5.2939	34.212612	8.291587	293.88825	0.22
